道具id;道具名称;描述;稀有度
510515;《八卦掌》秘籍;;橙
510516;《虎爪功》秘籍;;橙
510517;《黑虎绝户手》秘籍;;金
551601;《醉花剑》秘籍;;紫
551602;《峨嵋孤绝气功》秘籍;;橙
551603;《除暴棍法》秘籍;;橙
551604;《上逆剑法》秘籍;;橙
31413;古筝;源于战国时代的秦国，又名秦筝，一种古老的弹拨乐器，音色优美，音域宽广。太史公的《史记》所记载《李斯列传·谏逐客书》，李斯在《谏逐客书中》述及秦国乐舞：夫击瓮，叩缶、弹筝、搏髀，而歌呜呜快耳者真秦之声也。;白
510518;《太极拳》秘籍;;暗金
510519;《正两仪剑法》秘籍;;蓝
31416;笛;非常古老的乐器，大部分笛子是竹制的，但也有石笛、玉笛及红木做的笛子，远古时还有骨笛。秦汉时期已有了七孔竹笛，并发明了两头笛，蔡邕、荀勖、梁武帝都曾制作十二律笛，即一笛一律。唐代已出现有关著名笛演奏家的记载，如李谟、孙楚秀，尤承恩、云朝霞等。其中李谟曾师从西域龟兹乐手，因笛演奏不同凡响，技艺出神入化，开元年间在笛吹才能上号称天下第一。诗仙李白有诗云：谁家玉笛暗飞声，散入春风满洛城。此夜曲中闻折柳，何人不起故园情。;白
31417;箫;非常古老的吹奏乐器，源自骨哨。单管竖吹，有六孔箫和八孔箫之分，又名洞箫，相传是舜帝所制，最早记载于《尚书·益稷》中：箫韶九成，凤凰来仪。流传古曲《妆台秋思》取材于昭君出塞的故事，优美委婉，又带有淡淡的忧伤。;白
31418;二胡;始于唐朝的拉弦乐器，由少数名族流传又名奚琴，有诗云：马尾胡琴随汉东，曲声犹自怨单于。弯弓莫射去中雁，归雁如今不寄出。;白
510526;《真武七星阵》秘籍;;金
510603;《灭绝剑法》秘籍;;暗金
31421;《梁祝》;相传有一对情人生前不能双宿双飞，死后化作一双蝴蝶，万世千生再无分离。问世间情为何物，直教人生死相许，一曲梁祝断人肠。;绿
31422;《难念的经文》;佛说人生有七苦：生、老、病、死、怨憎会、爱别离、求不得，人生是一本难念的经，每个人将其谱写成一首曲。;绿
31423;《沧海一笑》;红尘江湖，又有谁能笑到最后。苍天笑，江山笑，清风笑，这是一首笑声编织成的歌曲。;绿
510605;《峨嵋烈阳功》秘籍;;橙
510606;《峨嵋临济气功》秘籍;;金
510607;《峨嵋掌法》秘籍;;白
510608;《飘雪穿云剑》秘籍;;蓝
510609;《峨嵋通臂拳》秘籍;;蓝
510610;《佛光注照掌》秘籍;;橙
510611;《天地四相掌》秘籍;;暗金
31431;《十面埋伏》;琵琶曲，又名《淮阴平楚》。乐曲描写楚汉战争垓下决战的情景：汉军用十面埋伏的阵法击败楚军，项羽自刎于乌江，刘邦取得胜利。;蓝
31432;《平沙落雁》;古琴曲，最早刊于明代《古音正宗》，曲调悠扬流畅，通过时隐时现的雁鸣，描写雁群在空际盘旋顾盼的情景。;蓝
510616;《惩恶棍法》秘籍;;白
510617;《凌风飞渡》秘籍;;橙
510703;《岳女九式剑法》秘籍;;绿
510704;《霜氏九式剑法》秘籍;;紫
510705;《三仙夺命连环剑》秘籍;;橙
510706;《太华君子剑》秘籍;;金
510707;《九式·求败剑诀》秘籍;;暗金
510708;《华山心法》秘籍;;白
31441;《汉宫秋月》;二胡曲，主要表达的是古代宫女哀怨悲愁的情绪及一种无可奈何、寂寥清冷的生命意境。;紫
31442;《梅花三弄》;古琴曲，全曲共分十段，两大部分，第一部分，前六段，采用循环再现手法，后四段为第二部分，描写梅花静与动两种形象。;紫
510709;《混元真气功》秘籍;;橙
510710;《紫云仙体功》秘籍;;暗金
957038;碧蟾玉佩图纸;使用：学会“碧蟾玉佩”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;暗金
957037;大漠黒鹫甲图纸;使用：学会“大漠黒鹫甲”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;暗金
956018;兽头皮靴图纸;使用：学会“兽头皮靴”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;金
956017;金丝袈裟图纸;使用：学会“金丝袈裟”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;金
80601;高级藏宝图;已经打开的高级藏宝图;橙
80602;江湖高手信物;江湖高手的证明可以在京城王府井的秦忠贤处换取奖励;紫
31451;《广陵散》;古琴曲，《太平广记》里记载，嵇康夜宿月华亭，夜不能寝，起坐抚琴，琴声优雅，打动一幽灵，那幽灵遂传《广陵散》于嵇康，更与嵇康约定：此曲不得教人。;橙
31452;《长门怨》;古琴曲，汉武帝的陈皇后失宠后居于长门，陈皇后母馆陶长公主千金聘司马相如为陈皇后作了一篇《长门赋》，凄婉动人，在后宫失宠女子中广为传唱。;橙
956009;鸳鸯刀图纸;使用：学会“鸳鸯刀”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;金
903902;猜矿石;现场剖开一块矿石原料，有较大几率获得普通矿石。若是意外发现了珍品矿石，玉鸣子愿意拿铸剑山庄的稀有装备、秘籍与你交换。礼包概率：裂空刃：1%擎天一柱：1%五彩霞衣：2%《七星长空剑》秘籍：1%《大力断钢斩》秘籍：1%《火尽薪传》秘籍：1%矿石：93%;橙
956008;屠牛刀图纸;使用：学会“屠牛刀”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;金
956007;碧波香雾刀图纸;使用：学会“碧波香雾刀”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;金
956006;绝情刀图纸;使用：学会“绝情刀”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;金
956005;铁片剑图纸;使用：学会“铁片剑”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;金
955041;三阳神拳套图纸;使用：学会“三阳神拳套”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;橙
501502;《奇门短打》残章;;绿
31461;《春江花月夜》;古琴曲，是一首典雅优美的抒情乐曲，它宛如一幅山水画卷，把春天静谧的夜晚，月亮在东山升起，小舟在江面荡漾，花影在西岸轻轻摇曳的大自然迷人景色，一幕幕地展现在我们眼前。;金
501503;《三才五格棍》残章;;蓝
907814;大理神兵盒;装着大理传说装备的兵器盒，在剧本中使用：获得1件暗金装备;暗金
907813;广州神兵盒;装着广州传说装备的兵器盒，在剧本中使用：获得1件暗金装备;暗金
907812;杭州神兵盒;装着杭州传说装备的兵器盒，在剧本中使用：获得1件暗金装备;暗金
907811;京城神兵盒;装着京城传说装备的兵器盒，在剧本中使用：获得1件暗金装备;暗金
907810;开封神兵盒;装着开封传说装备的兵器盒，在剧本中使用：获得1件暗金装备;暗金
907809;雪山神兵盒;装着雪山山道传说装备的兵器盒，在剧本中使用：获得1件暗金装备;暗金
510701;《华山剑法》秘籍;;白
510702;《狂风剑法》秘籍;;蓝
31471;音律;平凡创作出来的音律;暗金
31472;《余音绕梁》;平凡在杭州演奏的乐曲,余音绕梁三日不绝,一等一的曲律佳作;暗金
31473;《天空的声音》;平凡与淑芬初遇于京城创作的音律,在淑芬的画作刺激下,平凡演奏出了有生以来最优秀的音律;暗金
31474;《哭泣的小孩》;平凡为安抚开封的孩子所创作的佳作;暗金
31475;《两小无猜》;平凡为空空玉堂创作的音律,金童玉女,天生一对,若不是敌人,可能会成为很好的知音吧?;暗金
31476;《明珠有泪》;平凡为权家三人之间苦恋所创作的悲剧音律,教人眼泪止不住...;暗金
31477;《温暖》;平凡为流浪孩子团伙们创作的温馨音律,也代表着他音律的集大成,旷世佳作!;暗金
31478;《高山流水》;俞伯牙与钟子期相传为春秋时代人，相传俞伯牙喜欢弹一曲《高山流水》，只有钟子期能听懂，两人结成了忘年之交。后来子期病故，“俞伯牙摔琴谢知音”。;暗金
31479;胡琴;用此琴弹奏出《潇湘夜雨》会别有一番韵味！;暗金
412408;佛刀道剑;取佛刀、道剑之精髓，融而为一，威力更胜从前;紫
416505;千机檀木盒;唐门特别制造的机关暗器盒，能够发射多种类暗器。蹲点累了甚至能变成小板凳;橙
416506;天山玄冰针;;橙
2811;石灰;基础的暗器材料，没有什么特殊的用处;白
2812;昏睡药;基础的暗器材料，没有什么特殊的用处;白
416509;经脉错乱针;;橙
416510;无悠针匣;;橙
416511;赤练针匣;深红色的针匣，传说十五针齐发的话，中者必死无疑。;橙
420608;铸剑帝君袍;铸剑帝君袍;金
420609;玄铁甲;;金
420610;天蝎毒针;;金
420611;五彩霞衣;相传乃是碧霞元君留下的衣服，自身蓄力越多，则自身被攻击时受到伤害越低。;金
907808;鸣沙山神兵盒;装着鸣沙山荒漠传说装备的兵器盒，在剧本中使用：获得1件暗金装备;暗金
2821;铁针;基础的暗器材料，没有什么特殊的用处;绿
2822;铁丸;基础的暗器材料，没有什么特殊的用处;绿
2823;安神水;基础的暗器材料，没有什么特殊的用处;绿
907807;衡山神兵盒;装着衡山绝顶传说装备的兵器盒，在剧本中使用：获得1件暗金装备;暗金
907806;太湖神兵盒;装着太湖湖岸传说装备的兵器盒，在剧本中使用：获得1件暗金装备;暗金
907805;武当神兵盒;装着武当山路传说装备的兵器盒，在剧本中使用：获得1件暗金装备;暗金
820739;成就-唐门之友;使用后可解锁成就：唐门之友;金
820738;成就-六扇门之友;使用后可解锁成就：六扇门之友;金
820737;成就-;使用后可解锁成就：;金
820736;成就-;使用后可解锁成就：;金
2831;铜针;基础的暗器材料，没有什么特殊的用处;蓝
2832;铜丸;基础的暗器材料，没有什么特殊的用处;蓝
2833;霹雳雷火弹;基础的暗器材料，没有什么特殊的用处;蓝
2834;断肠散;基础的暗器材料，没有什么特殊的用处;蓝
2835;南蛮火枪;香字分舵镇派之宝。香字分舵多娇弱少女，手持此枪可防贼人进犯。;蓝
820735;成就-;使用后可解锁成就：;金
551701;《幽光剑法》秘籍;;紫
551702;《御形功》秘籍;;紫
551703;《惊锋掌法》秘籍;;紫
31512;毽子;古称抛足戏具，用鸡毛插在圆形的底座上制成的游戏器具。;白
2841;银针;基础的暗器材料，没有什么特殊的用处;紫
2842;银丸;基础的暗器材料，没有什么特殊的用处;紫
2843;一口没;基础的暗器材料，没有什么特殊的用处;紫
2844;冰雪蜈蚣;玲珑庄镇派之宝。此蜈蚣产自地北极寒之地，受其攻击则心血凝结，顷刻如堕寒窖。;紫
820734;成就-;使用后可解锁成就：;金
820733;成就-;使用后可解锁成就：;金
820732;成就-;使用后可解锁成就：;金
820731;成就-;使用后可解锁成就：;金
31521;面人;用面粉染色做成的五彩斑斓的人物和动物造型，卖的最好的是孙悟空。;绿
31522;拨浪鼓;装有手柄的小鼓，鼓两侧缀有弹丸，转用鼓柄，便能甩动弹丸，击打鼓面，发出声响来。;绿
2851;金针;基础的暗器材料，没有什么特殊的用处;橙
2852;金丸;基础的暗器材料，没有什么特殊的用处;橙
2853;玎钉·马清扬款;基础的暗器材料，没有什么特殊的用处;绿
820730;成就-;使用后可解锁成就：;金
820729;成就-;使用后可解锁成就：;金
820728;成就-;使用后可解锁成就：;金
820727;成就-;使用后可解锁成就：;金
820726;成就-;使用后可解锁成就：;金
31531;连环画;快乐的连环画，可以赠送给喜欢游戏的人。;蓝
31532;竹马;一根杆子，一端有马头模型，另一端装轮子，孩子跨立上面，假作骑马。唐李白《长干行》：“郎骑竹马来，绕床弄青梅。同居长干里，两小无嫌猜。就从此处来。;蓝
31533;烟花;逢年过节才能获得的玩具，点燃后非常漂亮，犹如夜里盛开璀璨的花朵！;蓝
820725;成就-;使用后可解锁成就：;金
820724;成就-;使用后可解锁成就：;金
820723;成就-;使用后可解锁成就：;金
820722;成就-;使用后可解锁成就：;金
820698;成就-;使用后可解锁成就：;金
820697;成就-;使用后可解锁成就：;金
820695;成就-我才是唐门掌门;使用后可解锁成就：我才是唐门掌门;金
31541;花灯;元宵节才能获得的玩具，造型可爱，里面放的有蜡烛，可以提着玩。;紫
31542;皮影;皮影戏道具，一种以兽皮或纸板做成的人物剪影。;紫
31543;木人;造型古朴，内含机括，能自行打出一套大力金刚掌。;紫
31544;唐仁的泥人;唐仁小时候见到一名红尘女子后便一直念念不忘，想要把泥人做成他心目中的形象。可惜总是差了点。唉;紫
820694;成就-结盟唐门;使用后可解锁成就：结盟唐门;金
820693;成就-无惧唐门;使用后可解锁成就：无惧唐门;金
820646;成就-逆天改命;使用后可解锁成就：逆天改命;金
820645;成就-一无所有;使用后可解锁成就：一无所有;金
80701;残章匣;记录周目内残章获取的相关信息。使用：查看残章获取记录;暗金
80702;神奇藏宝图;已经打开的神奇藏宝图;金
31551;陀螺;用木头削成的陀螺，配上一根鞭子，抽打陀螺，可以转上一天。;橙
31552;孔明灯;竹篾扎成方架，糊上纸，做成大灯，底盘上放置燃烧着的松脂，灯就靠热空气飞上天空。;橙
820610;成就-收藏者·七;使用后可解锁成就：收藏者·七;金
820609;成就-收藏者·六;使用后可解锁成就：收藏者·六;金
820606;成就-收藏者·三;使用后可解锁成就：收藏者·三;金
80708;江湖百宝书;江湖百宝书，内含许多江湖秘闻;暗金
80709;的卢马;名马。大地图上移动时，消耗时间缩短20%，同时拥有多个马匹时效果只取最大值。;紫
80710;闯王宝图;已经打开的闯王藏宝图;暗金
80711;长生门秘密手札;大费周章从长生门获得的秘密手札，里面装有《白云明月丸》配方，赶紧回去交给杨云儿吧！;暗金
80712;邪剑侣的线索·一;集齐全部七个使用后可以开启特别剧情;暗金
31561;风筝;用竹篾搭梁和框，纸糊面，做成的中国传统玩具，在有风的天气放飞，可以飞得很高很高。;金
