天赋id;天赋名称;描述;稀有度
1715;气血为盾3级;角色在行动回合内对自身造成伤害时，获得伤害值60%的护盾。;橙
1716;气血为盾2级;角色在行动回合内对自身造成伤害时，获得伤害值40%的护盾。;紫
1717;气血为盾1级;角色在行动回合内对自身造成伤害时，获得伤害值20%的护盾。;蓝
1718;道祖炉鼎+5;所有内功武学攻击附加内伤+20;金
1719;含刃靴;使用腿法武学时，附加残废+10;金
1720;一心禅杖;奇门武学威力百分比+10%;金
1721;静心念珠+10;守心克己1级:暴击后，降低自身暴击值500点，提升六项一级属性5%，可叠加1次;金
1722;锦罗手套+5;百花乱拳1级:使用拳掌武学攻击单体目标的时候，20%几率向周围的敌人，进行同样的攻击（每回合最多触发一次）;金
1723;铁索连环护腿+5;百里挑一1级：使用腿法武学攻击目标时，20%几率对其中一个敌人额外进行一次攻击（每回合最多追加1次）;暗金
1724;千丝万缕盒+5;穿针引线1级：暗器武学造成伤害后附加漫天花雨状态，状态可叠加5层，每层使其受到暗器招式攻击时基础伤害+3%"";暗金
1725;无定神针+10;魂飞魄散1级：使用暗器武学时，如果首个目标有中毒>99状态，30%几率发动一次《追魂夺命帖》（每回合只触发一次）"";暗金
1726;封心绝爱刀+10;阴人1级：内力阴性+10，使用阴性武学（武学只有阴性系数）时基础伤害+10%;暗金
1727;生灭追击令+5;越战越勇1级：每击败一个敌人，自身基础伤害+3%（上限为10%）;暗金
1728;赤红舍利+10;强化流血1级：使每层流血的效果提升至减少敌方100点血量（敌方受到流血效果取我方等级最高的效果）;暗金
1729;含刃靴+10;强化残废1级：使每层残废的效果提升至最终伤害减少150（敌方受到残废效果取我方等级最高的效果）;暗金
1730;红霖剑+10;血战到底1级：所有额外消耗生命值附加伤害效果，提升为每消耗10点生命值附加6点额外伤害;暗金
1731;云追月玉佩+5;穿云裂石1级：所有武学攻击真气为0的角色时，基础伤害+10%;暗金
1732;飘飘然羽衣+5;识破罩门1级：攻击暴击时，有20%几率敌人无法进行反弹、反击、识破;暗金
1733;波云诡鞋+5;层峰叠浪1级：多段攻击时，附加的负面状态层数为上次的20%（初始值为10%）;暗金
1734;百战护心镜+10;援护防御1级：周围3*3队友受到攻击时，有20%几率援护防御，以自身防御分担20%伤害;暗金
1735;金龟甲+5;金刚不坏1级：进入战斗第一次受到攻击时基础伤害-30%;暗金
1736;碧玉百合+5;舍己为人1级：每次受到攻击，有20%几率为周围3*3队友施放5000+内劲*5的治疗;暗金
1737;古韵香囊+5;气血为盾1级：角色在行动回合内对自身造成伤害时，获得伤害值20%的护盾。;暗金
1738;养心经+5;易筋洗髓1级：每次行动结束后，提升10%生命上限。（单局生效5次）;暗金
1739;空空布袋+5;烈阳护体1级：使用内功武学时，根据消耗的真气，获得50%的护盾。（获得护盾上限5万）;暗金
1740;无影无声鞋+5;神影无踪1级：行动条速度提高8%;暗金
1741;一心禅杖+10;奇门归一1级：使用奇门武学时，将非中心目标伤害的30%复制给中心目标，最高不超过中心目标原始伤害的100%。;暗金
1742;铁骨钉钉+5;锥心透骨1级：暗器武学暴击时，20%几率追加一次穿心透骨（每回合最多追加1次）;暗金
1743;道祖炉鼎+10;强化内伤1级：使每层内伤的效果提升至回复降低15（敌方受到内伤效果取我方等级最高的效果）;暗金
1744;普斯曲蛇毒;身中普斯曲蛇毒，进入战斗后自身中毒+5;金
1745;金环蛇毒;身中金环蛇毒，进入战斗后自身中毒+5;金
1746;流血抗性5级;免疫所有流血效果;暗金
1747;流血抗性4级;流血抗性+100;金
1748;流血抗性3级;流血抗性+80;橙
1749;流血抗性2级;流血抗性+60;紫
1750;流血抗性1级;流血抗性+30;蓝
1751;中毒抗性5级;免疫所有中毒效果;暗金
1752;中毒抗性4级;中毒抗性+100;金
1753;中毒抗性3级;中毒抗性+80;橙
1754;中毒抗性2级;中毒抗性+60;紫
1755;中毒抗性1级;中毒抗性+30;蓝
1756;内伤抗性1级;内伤抗性+30;蓝
1757;减速抗性1级;减速抗性+30;蓝
1758;内伤抗性5级;免疫所有内伤效果;暗金
1759;内伤抗性4级;内伤抗性+100;金
1760;内伤抗性3级;内伤抗性+80;橙
1761;内伤抗性2级;内伤抗性+60;紫
1762;减速抗性5级;免疫所有减速效果;暗金
1763;减速抗性4级;减速抗性+100;金
1764;减速抗性3级;减速抗性+80;橙
1765;减速抗性2级;减速抗性+60;紫
1766;破甲抗性1级;破甲抗性+30;蓝
1767;破甲抗性5级;免疫所有破甲效果;暗金
1768;破甲抗性4级;破甲抗性+100;金
1769;破甲抗性3级;破甲抗性+80;橙
1770;破甲抗性2级;破甲抗性+60;紫
1771;残废抗性1级;残废抗性+30;蓝
1772;残废抗性5级;免疫所有残废效果;暗金
1773;残废抗性4级;残废抗性+100;金
1774;残废抗性3级;残废抗性+80;橙
1775;残废抗性2级;残废抗性+60;紫
1776;衡山之风5级;免疫所有残废效果;暗金
1777;衡山之风4级;免疫所有残废效果;暗金
1778;衡山之风3级;免疫所有残废效果;暗金
1779;衡山之风2级;免疫所有残废效果;暗金
1780;衡山之风1级;免疫所有残废效果;暗金
1781;可疑的戾气;此人身上有着可疑的戾气，莫不是曾与人复仇争斗？;白
1782;可疑的血迹;此人身上有着可疑的血迹，莫不是曾暗中加害他人？;白
1783;可疑的招数;此人身上有着可疑的招数，莫不是曾偷学他人武学？;白
1784;可疑的包裹;此人身上有着可疑的包裹，莫不是曾偷拿他人之物？;白
1785;白衣痛处;对白衣教的敌人造成伤害 +10%;紫
1786;白衣痛处·极;对白衣教的敌人造成伤害 +12%;橙
1787;白衣痛处·狂;对白衣教的敌人造成伤害 +15%;金
1788;白衣痛处·化;对白衣教的敌人造成伤害 +20%;暗金
1789;起死回生;主角死亡时，40%概率牺牲自己当前一半生命值给到主角身上，使其复活（每场战斗最多生效1次）;紫
1790;太极圆武1级;反击计算时，暴击率+1%，暴击伤害倍数+1%;暗金
1791;太极圆武2级;反击计算时，暴击率+3%，暴击伤害倍数+3%;暗金
1792;太极圆武4级;反击计算时，暴击率+7%，暴击伤害倍数+7%;暗金
1793;太极圆武3级;反击计算时，暴击率+5%，暴击伤害倍数+5%;暗金
1794;太极圆武7级;反击计算时，暴击率+15%，暴击伤害倍数+15%;暗金
1795;太极圆武6级;反击计算时，暴击率+12%，暴击伤害倍数+12%;暗金
1796;太极圆武5级;反击计算时，暴击率+9%，暴击伤害倍数+9%;暗金
1797;段家鞋;《六脉齐发》威力百分比+5%;橙
1798;内功精通-新手;内功精通+5;白
1799;内功精通-优秀;内功精通+20;紫
1800;内功精通-极品;内功精通+25;橙
1801;内功精通-珍稀;内功精通+30;金
1802;内功精通-无双;内功精通+35;暗金
1803;医术精通-新手;医术精通+5;白
1804;医术精通-优秀;医术精通+20;紫
1805;医术精通-极品;医术精通+25;橙
1806;医术精通-珍稀;医术精通+30;金
1807;医术精通-无双;医术精通+35;暗金
1808;反弹至宝1级;增加500+生命值*0.5%点反弹伤害;蓝
1809;反弹至宝2级;增加1000+生命值*1%点反弹伤害;紫
1810;反弹至宝3级;增加2000+生命值*1.5%点反弹伤害;橙
1811;反弹至宝4级;增加4000+生命值*2%点反弹伤害;金
1812;反弹至宝5级;增加6000+生命值*2.5%点反弹伤害;暗金
1813;三逆丹毒;身中三逆丹毒，战斗开始时自身中毒+5;
1814;银针飞花;《银针飞花》攻击时，附加1000点伤害;蓝
1815;洪奇官的拳套;《千手观音掌》攻击时，额外附加2000点伤害;金
1816;弘业的刀法;《慈悲刀法》攻击时，额外造成2000点伤害;金
1817;罗永的拳套;《摧坚神爪》攻击时，10%几率附加流血+15;金
1818;向鸿飞的拳套;《青冥剑法》吸血率+5%;金
1819;丐帮龙蛇拳套;《擒龙掌法》攻击时，有10%几率追加1次龙爪手（没有龙爪手不释放）;蓝
1820;铸剑钢绒拳套;《开炉刀法》攻击时，额外增加1500点伤害;蓝
1821;白小青的剑;使用《清心静气》时，最终治疗附加值+1500;蓝
1822;岳袁飞的剑;《日月剑法》攻击时，附加1500点伤害;蓝
1823;独孤剑;《纯钧剑法》攻击后，自身额外获得铸剑蓄力+1;蓝
1824;铸剑玉剑;使用《纯钧剑法》攻击时，每2层铸剑蓄力可基础伤害+1%;蓝
1825;柳彩虹;《冰火相融决》攻击时，附基础伤害+10%;蓝
1826;挖石灰铲;使用《撒石灰》时，额外降低敌方10%的命中率;蓝
1827;了慧的倭刀;《五虎断门刀》攻击时，额外附加2500点伤害;蓝
1828;南诏苗刀;《银针飞花》攻击次数+1;蓝
1829;邢捕头的佩刀;《严刑刀法》造成伤害后，35%几率附加残废20层;蓝
1830;灵露的红伞;使用白衣教剑法武学时，基础伤害+10%;蓝
1831;鱼鳞紫金刀;拥有寒冰真气或烈火真气时，《冰火掌》威力百分比+10%;蓝
1832;烈焰红唇刀;《赤焰刀法》攻击时，若自身生命值低于50%，额外增加15%的伤害;蓝
1833;九转十回刃;《乾坤百切斩》攻击次数+1（攻击次数上限受到刀法精通的限制）;蓝
1834;烈阳烧火棍;《伏虎杖法》攻击时，造成2000点伤害;蓝
1835;游氏双绝枪;《扛旗枪法》攻击时，附加2000点额外伤害;蓝
1836;亮银盘龙棍;拥有烈火真气时，《托镖长戟》攻击次数+1;蓝
1837;千机檀木盒;《五彩神砂》攻击目标中毒超过50层时，立即对目标及周围3*3敌人造成伤害，伤害为中毒层数*50;蓝
1838;捕快工作服;使用《衙门刀法》时，有30%几率附加残废+10;蓝
1839;楼俊杰的护心镜;《烈阳强身拳》攻击后，额外增加自身10层坚韧，10层疗伤;蓝
1840;万兽衣;每使用三次《黑风腿法》后，可追加释放一次《黑风腿法》;蓝
1841;敷胸丝绸巾;生命值+1000;蓝
1842;慈母补丁服;《玉笛剑法》攻击次数+1;蓝
1843;破旧僧袍;生命值+2000;蓝
1844;白月庄锦衣;《柔云剑法》攻击后附加自身疗伤+20层;蓝
1845;简长老的锦衣;生命值+3000;蓝
1846;彭长老的锦带;《乞丐棍法》攻击时，对中心点敌人额外造成3000点伤害;蓝
1847;武当八卦袍;《武当长拳》反击时，额外造成武学等级*100点伤害;蓝
1848;武当八卦带;《武当绵掌》反击时，额外造成武学等级*150点伤害;蓝
1849;慈母补丁鞋;《游龙腿法》攻击时，连招率+5.5%;蓝
1850;霜姗姗的绣鞋;《霜氏九式剑法》攻击时额外获得1500点伤害;蓝
1851;大小姐的绣鞋;速度+30;蓝
1852;伏虎僧鞋;《大力金刚掌》攻击时，额外附加2000点绝对伤害;蓝
1853;云游四海履;《玄阳腿法》造成伤害后，对敌人附加10点减速;蓝
1854;武当八卦鞋;《柔云剑法》反击时，额外附加10点残废;蓝
1855;铸剑火布靴;《开炉刀法》攻击后增加自身200点攻击（每场战斗最多生效3次）;蓝
1856;虎头帽;《独步江湖剑法》的攻击次数+1;蓝
1857;比武大会奖牌;使用《江湖棍法》时，最终伤害值+1000点;蓝
1858;杜老千的扳指;使用《江湖刀法》时，最终伤害附加值+1000点;蓝
1859;玩具虎;速度值+30;蓝
1860;慈母补丁腰带;《游龙腿法》攻击时暴击值+100;蓝
1861;不语猴雕像;《千手观音掌》攻击时，附加1500点伤害;蓝
1862;不看猴雕像;《罗汉拳》攻击额外附加1000点额外伤害;蓝
1863;不说猴雕像;《韦陀杖法》忽视防御率+5%;蓝
1864;黑月崖牛崽;《日月剑法》攻击时，附加1500点伤害;蓝
1865;北斋的念珠;使用《破魔刀法》攻击时，忽视防御率额外+5%;蓝
1866;灵云的香囊;使用《歧黄之术》后，为自身添加1500点护盾;蓝
1867;铸剑火炉;《青釭剑法》攻击后，为自身添加铸剑蓄力+1;蓝
1868;三支金镖;《冰火掌》的暴击率+5%;蓝
1869;九龙杯;拥有寒冰真气时《扛旗枪法》可为敌方附加15层减速;蓝
1870;铁胆;拥有任意真气时，《冰火掌》基础伤害+10%;蓝
1871;碧玉梳;《佛光注照掌》的暴击值+100;蓝
1872;琅嬛手札;《金顶穿花剑》暴击伤害倍数+10%;蓝
1873;镔铁判官笔;《饮血刀法》吸血率+10%;蓝
1874;摸金符;《游龙腿法》攻击时，30%几率额外附加10层减速;蓝
1875;拳腿双绝袋;拳掌精通和腿法精通各增加50点;蓝
1876;盗圣手套;释放技能后，有50%几率获取敌方身上的铜币;蓝
1877;太极生圆2级;使用《太极拳》、《太极剑》主动攻击时，30%概率攻击范围增加至3*3范围;暗金
1878;太极生圆1级;使用《太极拳》、《太极剑》主动攻击时，10%概率使攻击范围增加至3*3范围;暗金
1879;仪函的剑;《长生剑法》攻击时，额外附加1000点伤害;蓝
1880;星布袍;《二气掌法》攻击时，10%几率附加内伤+20;蓝
1881;降龙腰带;《慈悲刀法》攻击时，附加1500点伤害;蓝
1882;清儿之袍;《翠屏剑法》攻击后，自身获得轻盈+10;蓝
1883;闻儿之带;《翠屏剑法》攻击时，《天长掌法》的追加概率+10%（需先激活《翠屏剑法》10级效果）;蓝
1884;敏儿之鞋;《三才五格棍》攻击时，《天长掌法》的追加概率+10%（需先激活《翠屏剑法》10级效果）;蓝
1885;群星镜;《乱风棍法》攻击时，附加1500点伤害;蓝
1886;气盾突破5级;回合开始时，给自身添加100000护盾，单局护盾的累计上限为最大生命值*300%;暗金
1887;气盾突破4级;回合开始时，给自身添80000护盾，单局护盾的累计上限为最大生命值*200%;金
1888;气盾突破3级;回合开始时，给自身添加50000护盾 ，单局护盾的累计上限为最大生命值*150%;橙
1889;气盾突破2级;回合开始时，给自身添加30000护盾，单局护盾的累计上限为最大生命值*100%;紫
1890;气盾突破1级;回合开始时，给自身添加10000护盾，单局护盾的累计上限为最大生命值*70%（初始值为最大生命值*50%）;蓝
1891;富可敌国;身上铜币越多，提升造成伤害，最高20%（每10000铜币+1%）;暗金
1892;千金万银;身上铜币越多，提升造成伤害，最高25%（每100铜币+1%）;暗金
1893;熟钢拳套;力道+300;蓝
1894;冷钢拳套;拳掌精通+300;蓝
1895;龙虎拳套;多段攻击逐次威力+20%;蓝
1896;黑指虎;《神武剑法》威力百分比+10%;蓝
1897;碧波剑;《七十二峰飞仙剑》威力百分比+20%;蓝
1898;长空剑;《三劫连环剑》威力百分比+20%;蓝
1899;铸剑山庄破剑;《纯钧剑法》威力百分比+15%;蓝
1900;熟钢剑;灵巧+300;蓝
1901;冷钢剑;剑法精通+300;蓝
1902;飞雪剑;速度+100;蓝
1903;红霖剑;生命+25000;蓝
1904;赤刀;暴击值+100;蓝
1905;赤刀·初;暴击值+150;蓝
1906;赤刀·破;暴击值+200;蓝
1907;赤刀·极;暴击值+300;蓝
